Quarter,Series,Seasonality adjustment,Region,Region Code,Industry,Industry Code,Value,Value Unit,Value Label
2020 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",186,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",255.4,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",273,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",252.9,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",253.6,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",237.3,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",306.4,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",260.5,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",252.7,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",250.4,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",296.1,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",281.3,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",265.4,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",252.2,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",292.7,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",296.2,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",265.6,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",252.2,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",302.7,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Actual,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",293,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",176.4,nzd,NZD millions
2011 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",174.1,nzd,NZD millions
2011 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",176,nzd,NZD millions
2012 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",177.9,nzd,NZD millions
2012 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",177.3,nzd,NZD millions
2012 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",182.2,nzd,NZD millions
2012 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",183,nzd,NZD millions
2013 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",174.9,nzd,NZD millions
2013 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",182.7,nzd,NZD millions
2013 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",179.6,nzd,NZD millions
2013 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",183.2,nzd,NZD millions
2014 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",190.3,nzd,NZD millions
2014 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",189.3,nzd,NZD millions
2014 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",195,nzd,NZD millions
2014 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",190.8,nzd,NZD millions
2015 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",187,nzd,NZD millions
2015 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",192.9,nzd,NZD millions
2015 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",192.8,nzd,NZD millions
2015 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",195.6,nzd,NZD millions
2016 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",210.5,nzd,NZD millions
2016 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",200.5,nzd,NZD millions
2016 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",203.4,nzd,NZD millions
2016 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",209.1,nzd,NZD millions
2017 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",214.3,nzd,NZD millions
2017 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",218.7,nzd,NZD millions
2017 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",225.4,nzd,NZD millions
2017 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",222.3,nzd,NZD millions
2018 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",223.8,nzd,NZD millions
2018 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",224.5,nzd,NZD millions
2018 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",222.5,nzd,NZD millions
2018 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",229.9,nzd,NZD millions
2019 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",228.2,nzd,NZD millions
2019 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",229.7,nzd,NZD millions
2019 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",227.9,nzd,NZD millions
2019 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",238.5,nzd,NZD millions
2020 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",238.4,nzd,NZD millions
2020 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",192.4,nzd,NZD millions
2020 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",279.3,nzd,NZD millions
2020 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",253.5,nzd,NZD millions
2021 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",242.6,nzd,NZD millions
2021 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",262.5,nzd,NZD millions
2021 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",259.6,nzd,NZD millions
2021 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",284.1,nzd,NZD millions
2022 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",250.1,nzd,NZD millions
2022 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",261.6,nzd,NZD millions
2022 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",274,nzd,NZD millions
2022 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",274.4,nzd,NZD millions
2023 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",270.2,nzd,NZD millions
2023 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",275,nzd,NZD millions
2023 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",275.7,nzd,NZD millions
2023 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",271.3,nzd,NZD millions
2024 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",284.4,nzd,NZD millions
2024 Q2,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",275.4,nzd,NZD millions
2024 Q3,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",275.4,nzd,NZD millions
2024 Q4,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",280.8,nzd,NZD millions
2025 Q1,Sales by region in current prices (SAFC),Seasonally adjusted,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",281.1,nzd,NZD millions
2011 Q2,Sales by region in current prices (SAFC),Trend,Marlborough,Marlborough Region,"All retail trade, accommodation and food services","G,H",175.7,nzd,NZD millions
